S.No,Party Name,Date,Due Date,Total Amount,Balance,Type,Status
320,Business Partner 41,12/07/2025,18/08/2025,337544,322911.52,Credit Note,Pending
321,Business Partner 44,19/02/2025,29/03/2025,238787,17425.01,Purchase Order,Pending
322,Business Partner 29,01/03/2025,01/05/2025,244501,49883.83,Debit Note,Pending
323,Business Partner 21,01/06/2026,11/07/2026,385932,381309.84,Payment,Overdue
324,Business Partner 09,17/02/2026,05/04/2026,270997,152205.79,Payment,Pending
325,Business Partner 30,05/05/2024,08/06/2024,236717,58686.61,Purchase Order,Paid
326,Business Partner 19,28/01/2025,16/04/2025,220223,54674.83,Sales Invoice,Partially Paid
327,Business Partner 37,08/01/2026,17/02/2026,100527,76714.3,Credit Note,Order Overdue
328,Business Partner 30,25/05/2025,03/07/2025,261765,6066.74,Credit Note,Order Overdue
329,Business Partner 30,03/09/2024,30/09/2024,306840,108282.33,Purchase Order,Partially Paid
330,Business Partner 32,03/09/2025,25/11/2025,353594,166396.69,Debit Note,Paid
331,Business Partner 07,17/03/2025,03/04/2025,463660,122625.5,Payment,Overdue
332,Business Partner 24,16/02/2024,07/04/2024,27821,15865.81,Sales Invoice,Partially Paid
333,Business Partner 36,22/10/2024,31/10/2024,203558,102645.25,Debit Note,Partially Paid
334,Business Partner 40,27/11/2025,13/02/2026,63291,8143.23,Purchase Order,Overdue
335,Business Partner 24,24/03/2026,06/05/2026,293464,275547.6,Sales Invoice,Pending
336,Business Partner 39,05/06/2025,26/07/2025,263184,10594.45,Purchase Order,Pending
337,Business Partner 46,07/12/2024,05/02/2025,273279,124885.38,Debit Note,Order Overdue
338,Business Partner 09,01/12/2024,17/02/2025,168001,27300.51,Debit Note,Partially Paid
339,Business Partner 38,10/12/2024,12/02/2025,435262,221859.18,Credit Note,Order Overdue
340,Business Partner 20,01/05/2025,03/05/2025,194125,64301.89,Purchase Order,Overdue
341,Business Partner 38,11/11/2024,07/02/2025,330913,8817.89,Credit Note,Partially Paid
342,Business Partner 42,12/03/2026,25/05/2026,303846,69138.1,Purchase Order,Order Overdue
343,Business Partner 31,23/06/2024,29/08/2024,330790,238560.07,Credit Note,Pending
344,Business Partner 44,05/09/2024,09/09/2024,301191,285590.86,Purchase Order,Pending
345,Business Partner 02,27/03/2025,06/05/2025,220561,33399.83,Sales Invoice,Overdue
346,Business Partner 33,04/03/2026,21/05/2026,483618,228076.89,Purchase Order,Pending
347,Business Partner 34,31/07/2024,10/10/2024,171419,171097.22,Credit Note,Order Overdue
348,Business Partner 25,17/11/2024,09/12/2024,241996,220730.4,Payment,Order Overdue
349,Business Partner 23,23/11/2025,18/02/2026,338279,271858.77,Payment,Order Overdue
350,Business Partner 31,15/07/2024,15/08/2024,147279,82194.44,Sales Invoice,Partially Paid
351,Business Partner 50,22/10/2024,20/01/2025,109673,75700.68,Credit Note,Partially Paid
352,Business Partner 31,23/12/2024,04/03/2025,490527,458390.31,Payment,Partially Paid
353,Business Partner 08,10/08/2025,04/11/2025,285788,108512.04,Credit Note,Partially Paid
354,Business Partner 50,03/04/2026,21/04/2026,153280,6447.95,Purchase Order,Partially Paid
355,Business Partner 29,02/11/2025,04/12/2025,392820,188191.92,Sales Invoice,Order Overdue
356,Business Partner 18,29/07/2025,26/10/2025,143407,19685.9,Debit Note,Order Overdue
357,Business Partner 16,05/09/2024,11/09/2024,352185,318792.29,Sales Invoice,Pending
358,Business Partner 04,12/04/2024,03/06/2024,174168,124940.82,Purchase Order,Pending
359,Business Partner 01,17/07/2025,06/08/2025,214336,139938.43,Credit Note,Overdue
360,Business Partner 42,23/07/2024,28/08/2024,169384,48344.79,Purchase Order,Paid
361,Business Partner 42,10/08/2025,08/09/2025,281573,207994.18,Purchase Order,Pending
362,Business Partner 27,07/05/2026,29/05/2026,490644,451213.3,Credit Note,Overdue
363,Business Partner 12,05/02/2026,14/03/2026,460665,17259.36,Payment,Order Overdue
364,Business Partner 39,19/04/2024,31/05/2024,150192,68239.6,Debit Note,Order Overdue
365,Business Partner 32,17/05/2024,20/07/2024,246377,67220.78,Purchase Order,Partially Paid
366,Business Partner 11,18/01/2026,17/03/2026,340888,87698.51,Sales Invoice,Paid
367,Business Partner 48,11/12/2024,17/01/2025,298680,201430.13,Sales Invoice,Pending
368,Business Partner 40,26/05/2026,15/08/2026,471308,191110.86,Credit Note,Order Overdue
369,Business Partner 21,29/03/2024,19/05/2024,351882,33564.3,Sales Invoice,Overdue
370,Business Partner 21,11/09/2024,11/09/2024,137726,52828.17,Credit Note,Partially Paid
371,Business Partner 22,05/11/2024,18/01/2025,379998,217692.25,Payment,Partially Paid
372,Business Partner 45,29/08/2024,05/09/2024,351112,41510.16,Payment,Pending
373,Business Partner 26,03/12/2025,05/02/2026,484973,434108.24,Payment,Paid
374,Business Partner 41,29/10/2024,15/12/2024,323240,71387.31,Sales Invoice,Overdue
375,Business Partner 10,10/04/2025,26/06/2025,196887,81874.6,Debit Note,Overdue
376,Business Partner 49,04/07/2025,27/09/2025,433854,94758.76,Sales Invoice,Order Overdue
377,Business Partner 06,22/06/2025,18/08/2025,277914,195586.46,Purchase Order,Order Overdue
378,Business Partner 08,04/03/2024,13/05/2024,474373,239789.41,Debit Note,Order Overdue
379,Business Partner 10,17/06/2024,28/07/2024,448996,233631.27,Purchase Order,Pending
380,Business Partner 46,20/08/2025,21/10/2025,48679,43757.03,Credit Note,Paid
381,Business Partner 30,15/05/2024,19/07/2024,218802,99948.42,Purchase Order,Order Overdue
382,Business Partner 30,19/11/2025,28/12/2025,380207,8277.28,Payment,Paid
383,Business Partner 48,11/08/2024,24/10/2024,39288,1779.35,Payment,Paid
384,Business Partner 35,02/03/2024,10/03/2024,490567,231582.55,Payment,Overdue
385,Business Partner 12,26/02/2026,15/03/2026,402514,258222.79,Credit Note,Partially Paid
386,Business Partner 25,04/04/2025,22/05/2025,197946,15885.17,Debit Note,Pending
387,Business Partner 42,30/05/2026,13/07/2026,63197,11279.0,Debit Note,Overdue
388,Business Partner 34,10/05/2024,07/06/2024,438686,1523.69,Purchase Order,Partially Paid
389,Business Partner 30,20/11/2025,28/01/2026,223365,118815.35,Sales Invoice,Pending
390,Business Partner 30,20/12/2024,08/01/2025,145519,27427.49,Purchase Order,Paid
391,Business Partner 43,05/03/2025,22/05/2025,402632,376959.35,Purchase Order,Pending
392,Business Partner 14,09/03/2024,21/03/2024,312397,10489.13,Debit Note,Paid
393,Business Partner 16,28/01/2026,02/02/2026,211902,93017.1,Debit Note,Pending
394,Business Partner 49,03/06/2026,10/06/2026,74471,37525.63,Payment,Pending
395,Business Partner 47,12/08/2025,21/09/2025,303763,181625.27,Payment,Pending
396,Business Partner 20,16/06/2026,04/07/2026,347141,180947.61,Credit Note,Partially Paid
397,Business Partner 18,03/03/2024,13/05/2024,498297,294825.95,Sales Invoice,Overdue
398,Business Partner 36,22/05/2025,28/05/2025,181572,170965.73,Credit Note,Order Overdue
399,Business Partner 21,14/12/2025,05/02/2026,215045,32088.5,Credit Note,Pending
400,Business Partner 49,04/07/2025,02/09/2025,127336,108151.68,Payment,Pending
401,Business Partner 30,29/02/2024,10/05/2024,217361,210358.97,Debit Note,Order Overdue
402,Business Partner 09,01/02/2025,04/03/2025,134691,27387.63,Purchase Order,Overdue
403,Business Partner 24,04/04/2024,11/06/2024,380891,315913.39,Purchase Order,Partially Paid
404,Business Partner 25,20/11/2025,05/02/2026,317104,12540.69,Purchase Order,Pending
405,Business Partner 49,24/08/2025,17/11/2025,293998,63802.42,Sales Invoice,Partially Paid
406,Business Partner 20,16/01/2024,12/02/2024,492341,93556.46,Purchase Order,Overdue
407,Business Partner 16,13/12/2025,28/02/2026,369977,75665.16,Sales Invoice,Order Overdue
408,Business Partner 21,05/03/2026,10/04/2026,200576,93518.65,Payment,Partially Paid
409,Business Partner 17,03/01/2025,09/03/2025,463847,230660.58,Purchase Order,Overdue
410,Business Partner 49,09/05/2026,18/06/2026,480372,97576.76,Payment,Overdue
411,Business Partner 03,30/07/2025,27/08/2025,389629,56855.72,Payment,Order Overdue
412,Business Partner 38,16/08/2025,08/10/2025,155765,23740.36,Payment,Pending
413,Business Partner 25,06/08/2025,06/09/2025,262777,144696.19,Payment,Partially Paid
414,Business Partner 49,21/04/2026,22/06/2026,380352,244069.77,Credit Note,Overdue
415,Business Partner 11,20/01/2026,06/03/2026,89743,12560.3,Debit Note,Overdue
416,Business Partner 12,09/07/2025,29/09/2025,31792,16657.24,Purchase Order,Paid
417,Business Partner 49,07/01/2024,28/02/2024,73085,61577.38,Sales Invoice,Paid
418,Business Partner 46,03/06/2024,04/06/2024,115672,58499.14,Payment,Paid
419,Business Partner 40,15/10/2025,08/01/2026,490634,302485.36,Credit Note,Overdue
420,Business Partner 02,07/01/2024,15/03/2024,290220,119378.66,Purchase Order,Order Overdue
421,Business Partner 47,08/10/2024,15/12/2024,151307,2593.8,Credit Note,Pending
422,Business Partner 07,08/04/2024,14/06/2024,79065,19052.2,Debit Note,Order Overdue
423,Business Partner 17,14/04/2026,29/05/2026,141155,112209.24,Purchase Order,Partially Paid
424,Business Partner 26,15/04/2025,26/06/2025,128510,127254.85,Sales Invoice,Partially Paid
425,Business Partner 44,27/04/2026,07/05/2026,343745,340883.22,Purchase Order,Paid
426,Business Partner 26,23/01/2025,12/03/2025,290774,138409.91,Purchase Order,Pending
427,Business Partner 06,26/05/2025,20/07/2025,339117,265995.34,Debit Note,Paid
428,Business Partner 34,13/02/2024,13/03/2024,111843,100801.07,Debit Note,Overdue
429,Business Partner 18,17/02/2024,26/02/2024,359837,333059.66,Debit Note,Order Overdue
430,Business Partner 43,03/02/2024,25/02/2024,487941,414958.49,Purchase Order,Pending
431,Business Partner 38,27/05/2024,16/07/2024,487997,37545.27,Sales Invoice,Order Overdue
432,Business Partner 16,03/08/2025,21/09/2025,355961,319128.21,Payment,Overdue
433,Business Partner 49,27/01/2026,13/02/2026,415448,410661.19,Purchase Order,Order Overdue
434,Business Partner 48,20/12/2024,26/12/2024,52215,22822.56,Purchase Order,Partially Paid
435,Business Partner 39,26/02/2026,15/05/2026,313270,124275.16,Payment,Paid
436,Business Partner 41,06/10/2024,02/12/2024,258217,58909.21,Debit Note,Overdue
437,Business Partner 28,09/07/2024,04/10/2024,308167,203597.28,Purchase Order,Order Overdue
438,Business Partner 19,28/03/2026,28/04/2026,374874,27555.74,Payment,Pending
439,Business Partner 25,29/12/2025,20/03/2026,81885,60566.67,Payment,Partially Paid
440,Business Partner 07,03/04/2024,03/04/2024,495382,152710.15,Payment,Partially Paid
441,Business Partner 07,15/05/2024,26/05/2024,99247,42773.42,Debit Note,Order Overdue
442,Business Partner 33,21/02/2025,06/03/2025,14768,1323.49,Debit Note,Paid
443,Business Partner 39,04/09/2025,15/10/2025,453837,174835.22,Payment,Overdue
444,Business Partner 25,08/03/2026,18/03/2026,381026,343356.26,Sales Invoice,Order Overdue
445,Business Partner 34,22/06/2024,17/09/2024,200613,34004.25,Payment,Partially Paid
446,Business Partner 18,19/05/2025,06/06/2025,34170,5713.48,Payment,Overdue
447,Business Partner 20,10/05/2025,19/05/2025,190333,47906.77,Sales Invoice,Overdue
448,Business Partner 39,23/09/2025,18/10/2025,241051,25785.8,Payment,Paid
449,Business Partner 26,06/12/2024,23/02/2025,200171,160952.79,Payment,Overdue
450,Business Partner 22,16/03/2025,07/06/2025,312633,42557.0,Payment,Order Overdue
451,Business Partner 45,24/07/2024,23/09/2024,165722,29438.4,Credit Note,Partially Paid
452,Business Partner 19,22/01/2026,20/04/2026,332823,163418.53,Debit Note,Pending
453,Business Partner 21,20/01/2025,24/02/2025,429078,337198.04,Payment,Paid
454,Business Partner 37,23/07/2024,06/10/2024,287066,51650.99,Debit Note,Paid
455,Business Partner 47,17/04/2025,16/07/2025,110916,48631.67,Payment,Paid
456,Business Partner 27,20/11/2025,22/01/2026,73969,46847.23,Sales Invoice,Partially Paid
457,Business Partner 43,06/06/2024,30/07/2024,414703,156339.22,Credit Note,Order Overdue
458,Business Partner 31,19/08/2025,09/10/2025,281162,142440.22,Credit Note,Order Overdue
459,Business Partner 03,20/03/2026,05/05/2026,368858,330312.9,Debit Note,Order Overdue
460,Business Partner 41,28/03/2024,10/04/2024,404153,100323.29,Payment,Pending
461,Business Partner 42,19/09/2025,24/09/2025,296289,291432.29,Credit Note,Partially Paid
462,Business Partner 28,18/04/2024,19/04/2024,52698,13634.99,Debit Note,Order Overdue
463,Business Partner 36,17/08/2025,13/11/2025,302589,66881.77,Payment,Overdue
464,Business Partner 30,01/03/2026,26/05/2026,309590,213752.49,Sales Invoice,Partially Paid
465,Business Partner 02,09/05/2025,22/05/2025,155891,64846.83,Purchase Order,Paid
466,Business Partner 47,25/05/2024,08/07/2024,164520,56441.33,Sales Invoice,Order Overdue
467,Business Partner 31,22/12/2024,20/02/2025,52182,22864.37,Credit Note,Partially Paid
468,Business Partner 05,03/11/2024,08/11/2024,425770,302628.37,Purchase Order,Partially Paid
469,Business Partner 42,21/04/2024,16/07/2024,420456,69103.66,Sales Invoice,Order Overdue
470,Business Partner 12,19/07/2025,08/08/2025,174533,97712.12,Credit Note,Pending
471,Business Partner 26,06/10/2025,29/10/2025,98720,63228.07,Credit Note,Overdue
472,Business Partner 02,25/01/2026,13/04/2026,463997,91557.95,Debit Note,Overdue
473,Business Partner 25,05/01/2024,04/04/2024,113615,23380.2,Purchase Order,Order Overdue
474,Business Partner 07,29/03/2026,05/06/2026,99020,36220.83,Sales Invoice,Overdue
475,Business Partner 08,25/09/2024,19/12/2024,453269,221867.91,Payment,Order Overdue
476,Business Partner 25,17/09/2025,06/11/2025,308759,35270.18,Payment,Overdue
477,Business Partner 40,25/06/2024,19/09/2024,371141,297140.45,Debit Note,Order Overdue
478,Business Partner 06,19/11/2025,06/12/2025,165199,19470.63,Payment,Paid
479,Business Partner 12,17/01/2025,15/04/2025,75112,38369.08,Credit Note,Order Overdue
480,Business Partner 09,11/08/2025,29/09/2025,222794,41384.81,Debit Note,Pending
481,Business Partner 36,19/06/2024,20/08/2024,152432,21385.68,Payment,Overdue
482,Business Partner 40,24/02/2024,09/04/2024,6024,2919.28,Sales Invoice,Overdue
483,Business Partner 36,01/06/2025,23/08/2025,260506,106581.95,Credit Note,Overdue
484,Business Partner 46,10/05/2026,05/07/2026,257219,43020.77,Debit Note,Paid
485,Business Partner 49,13/08/2024,19/09/2024,18141,4986.11,Debit Note,Partially Paid
486,Business Partner 11,10/03/2026,07/05/2026,297563,220945.96,Credit Note,Order Overdue
487,Business Partner 33,25/04/2024,07/07/2024,60877,16308.27,Debit Note,Partially Paid
488,Business Partner 35,22/04/2026,27/04/2026,399461,287204.57,Debit Note,Pending
489,Business Partner 28,14/04/2024,06/07/2024,394921,97755.44,Purchase Order,Overdue
490,Business Partner 17,22/12/2024,02/01/2025,231199,200054.29,Purchase Order,Pending
491,Business Partner 14,10/04/2026,24/06/2026,362304,127034.96,Debit Note,Overdue
492,Business Partner 11,22/09/2025,09/10/2025,412487,85227.92,Sales Invoice,Paid
493,Business Partner 37,25/12/2024,03/03/2025,148369,88555.18,Sales Invoice,Partially Paid
494,Business Partner 46,26/10/2024,02/12/2024,301278,80544.58,Debit Note,Paid
495,Business Partner 09,07/02/2026,31/03/2026,482699,28617.24,Payment,Pending
496,Business Partner 45,05/06/2026,21/06/2026,131902,19289.8,Payment,Pending
497,Business Partner 49,13/05/2026,07/08/2026,206888,101263.14,Debit Note,Partially Paid
498,Business Partner 41,28/02/2025,17/04/2025,237973,17970.83,Purchase Order,Overdue
499,Business Partner 33,06/02/2026,13/03/2026,365224,341972.42,Payment,Overdue
500,Business Partner 32,01/12/2024,13/02/2025,2296,1995.01,Purchase Order,Overdue
501,Business Partner 41,11/11/2025,08/02/2026,188811,160509.41,Debit Note,Overdue
502,Business Partner 14,15/03/2025,11/04/2025,260373,69919.74,Payment,Partially Paid
503,Business Partner 36,14/08/2025,30/08/2025,297821,253869.34,Payment,Paid
504,Business Partner 03,11/04/2024,30/06/2024,411983,344707.07,Purchase Order,Paid
505,Business Partner 11,27/03/2025,24/05/2025,1354,1342.95,Credit Note,Pending
506,Business Partner 45,15/05/2024,06/08/2024,159264,25319.39,Payment,Paid
507,Business Partner 42,04/01/2025,05/02/2025,44212,16439.96,Sales Invoice,Paid
508,Business Partner 26,02/10/2025,10/11/2025,381626,266925.01,Sales Invoice,Overdue
509,Business Partner 42,03/04/2024,02/07/2024,50903,55.3,Credit Note,Paid
510,Business Partner 09,30/08/2025,27/09/2025,273338,185865.12,Purchase Order,Paid
511,Business Partner 45,17/12/2024,01/01/2025,452066,190913.77,Sales Invoice,Overdue
512,Business Partner 05,22/08/2024,10/10/2024,47835,34956.07,Purchase Order,Paid
513,Business Partner 21,11/01/2025,18/02/2025,72895,27898.45,Sales Invoice,Pending
514,Business Partner 05,27/06/2025,07/09/2025,5443,3321.97,Sales Invoice,Overdue
515,Business Partner 23,09/01/2026,05/02/2026,330294,247148.71,Credit Note,Order Overdue
516,Business Partner 44,29/03/2025,25/04/2025,46449,41645.85,Sales Invoice,Paid
517,Business Partner 38,17/01/2026,07/03/2026,185305,178494.8,Payment,Pending
518,Business Partner 16,10/10/2024,31/12/2024,45170,11209.7,Debit Note,Order Overdue
519,Business Partner 47,14/09/2025,20/10/2025,409404,385363.49,Purchase Order,Partially Paid
520,Business Partner 14,14/06/2025,30/08/2025,268136,50582.92,Credit Note,Partially Paid
521,Business Partner 42,25/02/2024,26/03/2024,260463,100508.91,Sales Invoice,Overdue
522,Business Partner 41,31/08/2025,09/09/2025,277974,247042.31,Purchase Order,Partially Paid
523,Business Partner 21,15/05/2024,03/07/2024,452314,379479.37,Credit Note,Partially Paid
524,Business Partner 35,30/11/2025,22/12/2025,400888,188824.11,Purchase Order,Paid
525,Business Partner 38,10/03/2024,11/03/2024,138460,29871.77,Purchase Order,Overdue
526,Business Partner 33,20/10/2024,08/01/2025,374622,187703.97,Credit Note,Overdue
527,Business Partner 45,15/02/2025,25/02/2025,336826,180728.98,Debit Note,Pending
528,Business Partner 18,26/03/2024,04/05/2024,42430,21694.66,Sales Invoice,Pending
529,Business Partner 35,30/11/2024,19/01/2025,308461,195655.04,Purchase Order,Partially Paid
530,Business Partner 45,23/03/2025,22/04/2025,31359,7666.64,Credit Note,Paid
531,Business Partner 30,18/09/2025,04/12/2025,29850,9232.31,Sales Invoice,Paid
532,Business Partner 01,25/12/2025,11/01/2026,368787,4185.95,Credit Note,Partially Paid
533,Business Partner 34,13/06/2025,16/07/2025,88536,32923.83,Payment,Paid
534,Business Partner 50,31/01/2024,13/03/2024,424156,182100.59,Debit Note,Paid
535,Business Partner 17,30/12/2025,13/03/2026,330007,25433.65,Credit Note,Order Overdue
536,Business Partner 24,26/02/2024,29/04/2024,451552,255978.56,Payment,Pending
